;position;id;name;compartment;charge;formula
668;668;hcys__L_c;L-Homocysteine;c;0;C4H9NO2S
669;669;26dap_LL_c;LL-2,6-Diaminoheptanedioate;c;0;C7H14N2O4
670;670;15dap_e;1,5-Diaminopentane;e;2;C5H16N2
671;671;cystrna_c;L-Cysteinyl-tRNA(Cys);c;1;C3H6NOSR
672;672;trnacys_c;TRNA(Cys);c;0;R
673;673;cys__L_p;L-Cysteine;p;0;C3H7NO2S
674;674;cys__L_e;L-Cysteine;e;0;C3H7NO2S
675;675;idp_c;IDP C10H11N4O11P2;c;-3;C10H11N4O11P2
676;676;datp_c;DATP C10H12N5O12P3;c;-4;C10H12N5O12P3
677;677;ditp_c;DITP(4-);c;-4;C10H11N4O13P3
678;678;ametam_c;S-Adenosylmethioninamine;c;2;C14H24N6O3S
679;679;db4p_c;3,4-dihydroxy-2-butanone 4-phosphate;c;-2;C4H7O6P
680;680;cytd_c;Cytidine;c;0;C9H13N3O5
681;681;uri_c;Uridine;c;0;C9H12N2O6
682;682;rib__D_c;D-Ribose;c;0;C5H10O5
683;683;camp_c;CAMP C10H11N5O6P;c;-1;C10H11N5O6P
684;684;cytd_e;Cytidine;e;0;C9H13N3O5
685;685;cdp_c;CDP C9H12N3O11P2;c;-3;C9H12N3O11P2
686;686;dcdp_c;DCDP C9H12N3O10P2;c;-3;C9H12N3O10P2
687;687;dcmp_c;DCMP C9H12N3O7P;c;-2;C9H12N3O7P
688;688;dad_2_c;Deoxyadenosine;c;0;C10H13N5O3
689;689;din_c;Deoxyinosine;c;0;C10H12N4O4
690;690;dadp_c;DADP C10H12N5O9P2;c;-3;C10H12N5O9P2
691;691;damp_c;DAMP C10H12N5O6P;c;-2;C10H12N5O6P
692;692;dad_2_p;Deoxyadenosine;p;0;C10H13N5O3
693;693;dad_2_e;Deoxyadenosine;e;0;C10H13N5O3
694;694;dca_e;Decanoate (n-C10:0);e;-1;C10H19O2
695;695;dca_p;Decanoate (n-C10:0);p;-1;C10H19O2
696;696;dcmp_e;DCMP C9H12N3O7P;e;-2;C9H12N3O7P
697;697;dcmp_p;DCMP C9H12N3O7P;p;-2;C9H12N3O7P
698;698;dctp_c;DCTP C9H12N3O13P3;c;-4;C9H12N3O13P3
699;699;dutp_c;DUTP C9H11N2O14P3;c;-4;C9H11N2O14P3
700;700;dcyt_c;Deoxycytidine;c;0;C9H13N3O4
701;701;duri_c;Deoxyuridine;c;0;C9H12N2O5
702;702;dcyt_p;Deoxycytidine;p;0;C9H13N3O4
703;703;dcyt_e;Deoxycytidine;e;0;C9H13N3O4
704;704;ddca_e;Dodecanoate (n-C12:0);e;-1;C12H23O2
705;705;ddca_p;Dodecanoate (n-C12:0);p;-1;C12H23O2
706;706;2dh3dgal6p_c;2-Dehydro-3-deoxy-D-galactonate 6-phosphate;c;-3;C6H8O9P
707;707;2dh3dgal_c;2-Dehydro-3-deoxy-D-galactonate;c;-1;C6H9O6
708;708;2ddglcn_p;2-Dehydro-3-deoxy-D-gluconate;p;-1;C6H9O6
709;709;2ddglcn_e;2-Dehydro-3-deoxy-D-gluconate;e;-1;C6H9O6
710;710;2ddg6p_c;2-Dehydro-3-deoxy-D-gluconate 6-phosphate;c;-3;C6H8O9P
711;711;2dmmq8_c;2-Demethylmenaquinone 8;c;0;C50H70O2
712;712;dms_c;Dimethyl sulfide;c;0;C2H6S
713;713;dmso_c;Dimethyl sulfoxide;c;0;C2H6OS
714;714;dms_p;Dimethyl sulfide;p;0;C2H6S
715;715;dmso_p;Dimethyl sulfoxide;p;0;C2H6OS
716;716;2dda7p_c;2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate;c;-3;C7H10O10P
717;717;e4p_c;D-Erythrose 4-phosphate;c;-2;C4H7O7P
718;718;g3p_c;Glyceraldehyde 3-phosphate;c;-2;C3H5O6P
719;719;dgdp_c;DGDP C10H12N5O10P2;c;-3;C10H12N5O10P2
720;720;dgmp_c;DGMP C10H12N5O7P;c;-2;C10H12N5O7P
721;721;dgmp_e;DGMP C10H12N5O7P;e;-2;C10H12N5O7P
722;722;dgmp_p;DGMP C10H12N5O7P;p;-2;C10H12N5O7P
723;723;dmso_e;Dimethyl sulfoxide;e;0;C2H6OS
724;724;dms_e;Dimethyl sulfide;e;0;C2H6S
725;725;dgsn_c;Deoxyguanosine;c;0;C10H13N5O4
726;726;dgsn_p;Deoxyguanosine;p;0;C10H13N5O4
727;727;adn_e;Adenosine;e;0;C10H13N5O4
728;728;dgsn_e;Deoxyguanosine;e;0;C10H13N5O4
729;729;23dhmb_c;(R)-2,3-Dihydroxy-3-methylbutanoate;c;-1;C5H9O4
730;730;3mob_c;3-Methyl-2-oxobutanoate;c;-1;C5H7O3
731;731;23dhmp_c;(R)-2,3-Dihydroxy-3-methylpentanoate;c;-1;C6H11O4
732;732;3mop_c;(S)-3-Methyl-2-oxopentanoate;c;-1;C6H9O3
733;733;dha_c;Dihydroxyacetone;c;0;C3H6O3
734;734;dhap_c;Dihydroxyacetone phosphate;c;-2;C3H5O6P
735;735;dha_e;Dihydroxyacetone;e;0;C3H6O3
736;736;dha_p;Dihydroxyacetone;p;0;C3H6O3
737;737;23ddhb_c;2,3-Dihydro-2,3-dihydroxybenzoate;c;-1;C7H7O4
738;738;23dhb_c;2,3-Dihydroxybenzoate;c;-1;C7H5O4
739;739;dhnpt_c;Dihydroneopterin;c;0;C9H13N5O4
740;740;dhpmp_c;Dihydroneopterin monophosphate;c;-2;C9H12N5O7P
741;741;ahdt_c;2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate;c;-4;C9H12N5O13P3
742;742;23dhba_c;(2,3-Dihydroxybenzoyl)adenylate;c;-1;C17H17N5O10P
743;743;23dhbzs_c;2,3-dihydroxybenzoylserine;c;-1;C10H10NO6
744;744;ser__L_c;L-Serine;c;0;C3H7NO3
745;745;23doguln_c;2,3-Dioxo-L-gulonate;c;-1;C6H7O7
746;746;dopa_e;Dopamine;e;1;C8H12NO2
747;747;gmp_c;GMP C10H12N5O8P;c;-2;C10H12N5O8P
748;748;rdmbzi_c;N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole;c;0;C14H18N2O4
749;749;dpcoa_c;Dephospho-CoA;c;-2;C21H33N7O13P2S
750;750;2dhp_c;2-Dehydropantoate;c;-1;C6H9O4
751;751;pant__R_c;(R)-Pantoate;c;-1;C6H11O4
752;752;2dr5p_c;2-Deoxy-D-ribose 5-phosphate;c;-2;C5H9O7P
753;753;hkntd_c;2-hydroxy-6-ketononatrienedioate;c;-2;C9H6O6
754;754;23dhdp_c;2,3-Dihydrodipicolinate;c;-2;C7H5NO4
755;755;thdp_c;2,3,4,5-Tetrahydrodipicolinate;c;-2;C7H7NO4
756;756;adocbl_p;Adenosylcobalamin;p;0;C72H100CoN18O17P
757;757;dhf_c;7,8-Dihydrofolate;c;-2;C19H19N7O6
758;758;dhpt_c;Dihydropteroate;c;-1;C14H13N6O3
759;759;dhna_c;1,4-Dihydroxy-2-naphthoate;c;-1;C11H7O4
760;760;octdp_c;All-trans-Octaprenyl diphosphate;c;-3;C40H65O7P2
761;761;dsbaox_p;Periplasmic protein disulfide isomerase I (oxidized);p;0;X
762;762;dsbard_p;Periplasmic protein disulfide isomerase I (reduced);p;0;XH2
763;763;dsbcox_p;Protein disulfide isomerase II (oxidized);p;0;X
764;764;dsbcrd_p;Protein disulfide isomerase II (reduced);p;0;XH2
765;765;gthox_p;Oxidized glutathione;p;-2;C20H30N6O12S2
766;766;gthrd_p;Reduced glutathione;p;-1;C10H16N3O6S
767;767;dsbdox_c;Fused thiol:disulfide interchange protein (oxidized);c;0;X
768;768;dsbdrd_c;Fused thiol:disulfide interchange protein (reduced);c;0;XH2
769;769;trdox_c;Oxidized thioredoxin;c;0;X
770;770;trdrd_c;Reduced thioredoxin;c;0;XH2
771;771;6hmhpt_c;6-hydroxymethyl dihydropterin;c;0;C7H9N5O2
772;772;gcald_c;Glycolaldehyde;c;0;C2H4O2
773;773;dhor__S_c;(S)-Dihydroorotate;c;-1;C5H5N2O4
774;774;orot_c;Orotate C5H3N2O4;c;-1;C5H3N2O4
775;775;dsbgox_p;Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized);p;0;X
776;776;dsbgrd_p;Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced);p;0;XH2
777;777;adocbl_e;Adenosylcobalamin;e;0;C72H100CoN18O17P
778;778;2amsa_c;2-Aminomalonate semialdehyde;c;0;C3H5NO3
779;779;ser__D_c;D-Serine;c;0;C3H7NO3
780;780;adprib_c;ADPribose C15H21N5O14P2;c;-2;C15H21N5O14P2
781;781;ser__D_p;D-Serine;p;0;C3H7NO3
782;782;ser__D_e;D-Serine;e;0;C3H7NO3
783;783;dtmp_c;DTMP C10H13N2O8P;c;-2;C10H13N2O8P
784;784;cechddd_c;Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol;c;-1;C9H11O4
785;785;25drapp_c;2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate;c;-2;C9H14N5O8P
786;786;6hmhptpp_c;6-hydroxymethyl-dihydropterin pyrophosphate;c;-3;C7H8N5O8P2
787;787;dhptd_c;4,5-dihydroxy-2,3-pentanedione;c;0;C5H8O4
788;788;hmfurn_c;4-hydroxy-5-methyl-3(2H)-furanone;c;0;C5H6O3
789;789;dtmp_e;DTMP C10H13N2O8P;e;-2;C10H13N2O8P
790;790;dtmp_p;DTMP C10H13N2O8P;p;-2;C10H13N2O8P
791;791;dump_e;DUMP C9H11N2O8P;e;-2;C9H11N2O8P
792;792;dump_p;DUMP C9H11N2O8P;p;-2;C9H11N2O8P
793;793;dump_c;DUMP C9H11N2O8P;c;-2;C9H11N2O8P
794;794;dhmptp_c;Dihydromonapterin-triphosphate;c;-4;C9H12N5O13P3
795;795;3dhq_c;3-Dehydroquinate;c;-1;C7H9O6
796;796;3dhsk_c;3-Dehydroshikimate;c;-1;C7H7O5
797;797;2dr1p_c;2-Deoxy-D-ribose 1-phosphate;c;-2;C5H9O7P
798;798;duri_p;Deoxyuridine;p;0;C9H12N2O5
799;799;duri_e;Deoxyuridine;e;0;C9H12N2O5
800;800;dimp_e;DIMP C10H12N4O7P;e;-2;C10H11N4O7P
801;801;dimp_p;DIMP C10H12N4O7P;p;-2;C10H11N4O7P
802;802;din_p;Deoxyinosine;p;0;C10H12N4O4
803;803;2me4p_c;2-C-methyl-D-erythritol 4-phosphate;c;-2;C5H11O7P
804;804;dxyl5p_c;1-deoxy-D-xylulose 5-phosphate;c;-2;C5H9O7P
805;805;aps_c;Adenosine 5'-phosphosulfate;c;-2;C10H12N5O10PS
806;806;paps_c;3'-Phosphoadenylyl sulfate;c;-4;C10H11N5O13P2S
807;807;din_e;Deoxyinosine;e;0;C10H12N4O4
808;808;25dkglcn_c;2,5-diketo-D-gluconate;c;-1;C6H7O7
809;809;dxyl_c;1-deoxy-D-xylulose;c;0;C5H10O4
810;810;kdo2lipid4_c;KDO(2)-lipid IV(A);c;-6;C84H148N2O37P2
811;811;kdo2lipid4p_c;KDO(2)-lipid IV(A) with palmitoleoyl;c;-6;C100H176N2O38P2
812;812;lac__D_p;D-Lactate;p;-1;C3H5O3
813;813;lac__D_e;D-Lactate;e;-1;C3H5O3
814;814;4per_c;4-Phospho-D-erythronate;c;-3;C4H6O8P
815;815;2kmb_c;2-keto-4-methylthiobutyrate;c;-1;C5H7O3S
816;816;dkmpp_c;2,3-diketo-5-methylthio-1-phosphopentane;c;-2;C6H9O6PS
817;817;dmpp_c;Dimethylallyl diphosphate;c;-3;C5H9O7P2
818;818;grdp_c;Geranyl diphosphate;c;-3;C10H17O7P2
819;819;ipdp_c;Isopentenyl diphosphate;c;-3;C5H9O7P2
820;820;h2mb4p_c;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate;c;-3;C5H9O8P2
821;821;2omhmbl_c;2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol;c;0;C48H74O4
822;822;lipa_cold_c;Cold adapted KDO(2)-lipid (A);c;-6;C114H202N2O39P2
823;823;enlipa_e;Phosphoethanolamine KDO(2)-lipid (A);e;-6;C112H202N3O42P3
824;824;enlipa_p;Phosphoethanolamine KDO(2)-lipid (A);p;-6;C112H202N3O42P3
825;825;2pg_c;D-Glycerate 2-phosphate;c;-3;C3H4O7P
826;826;enter_c;Enterochelin;c;0;C30H27N3O15
827;827;seramp_c;L-seryl-AMP;c;0;C13H19N6O9P
828;828;eca4colipa_e;(enterobacterial common antigen)x4 core oligosaccharide lipid A;e;-15;C272H447N14O160P4
829;829;eca4colipa_p;(enterobacterial common antigen)x4 core oligosaccharide lipid A;p;-15;C272H447N14O160P4
830;830;eca4und_p;(enterobacterial common antigen)x4 undecaprenyl-diphosphate;p;-6;C151H234N12O67P2
831;831;udcpdp_p;Undecaprenyl diphosphate;p;-3;C55H89O7P2
832;832;eca2und_p;(enterobacterial common antigen)x2 undecaprenyl-diphosphate;p;-4;C103H162N6O37P2
833;833;unagamuf_p;Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose;p;-3;C79H126N3O22P2
834;834;eca3und_p;(enterobacterial common antigen)x3 undecaprenyl-diphosphate;p;-5;C127H198N9O52P2
835;835;3hbcoa_c;(S)-3-Hydroxybutanoyl-CoA;c;-4;C25H38N7O18P3S
836;836;3hhcoa_c;(S)-3-Hydroxyhexanoyl-CoA;c;-4;C27H42N7O18P3S
837;837;fe3_c;Iron (Fe3+);c;3;Fe
838;838;feenter_c;Fe-enterobactin;c;3;C30H27FeN3O15
839;839;3hocoa_c;(S)-3-Hydroxyoctanoyl-CoA;c;-4;C29H46N7O18P3S
840;840;etha_c;Ethanolamine;c;1;C2H8NO
841;841;3hdcoa_c;(S)-3-Hydroxydecanoyl-CoA;c;-4;C31H50N7O18P3S
842;842;3hddcoa_c;(S)-3-Hydroxydodecanoyl-CoA;c;-4;C33H54N7O18P3S
843;843;etha_p;Ethanolamine;p;1;C2H8NO
844;844;3htdcoa_c;(S)-3-Hydroxytetradecanoyl-CoA;c;-4;C35H58N7O18P3S
845;845;3hhdcoa_c;(S)-3-Hydroxyhexadecanoyl-CoA;c;-4;C37H62N7O18P3S
846;846;etha_e;Ethanolamine;e;1;C2H8NO
847;847;3hodcoa_c;(S)-3-Hydroxyoctadecanoyl-CoA;c;-4;C39H66N7O18P3S
848;848;6pgc_c;6-Phospho-D-gluconate;c;-3;C6H10O10P
849;849;kdo2lipid4L_c;KDO(2)-lipid IV(A) with laurate;c;-6;C96H170N2O38P2
850;850;lipa_c;KDO(2)-lipid (A);c;-6;C110H196N2O39P2
851;851;ethso3_c;Ethanesulfonate;c;-1;C2H5O3S
852;852;ethso3_p;Ethanesulfonate;p;-1;C2H5O3S
853;853;ethso3_e;Ethanesulfonate;e;-1;C2H5O3S
854;854;etoh_p;Ethanol;p;0;C2H6O
855;855;etoh_e;Ethanol;e;0;C2H6O
856;856;tdecoa_c;Tetradecenoyl-CoA (n-C14:1CoA);c;-4;C35H56N7O17P3S
857;857;hdcoa_c;Hexadecenoyl-CoA (n-C16:1CoA);c;-4;C37H60N7O17P3S
858;858;odecoa_c;Octadecenoyl-CoA (n-C18:1CoA);c;-4;C39H64N7O17P3S
859;859;hxa_c;Hexanoate (n-C6:0);c;-1;C6H11O2
860;860;ttdca_p;Tetradecanoate (n-C14:0);p;-1;C14H27O2
861;861;ttdcea_p;Tetradecenoate (n-C14:1);p;-1;C14H25O2
862;862;hdca_p;Hexadecanoate (n-C16:0);p;-1;C16H31O2
863;863;hdcea_p;Hexadecenoate (n-C16:1);p;-1;C16H29O2
864;864;ocdca_p;Octadecanoate (n-C18:0);p;-1;C18H35O2
865;865;ocdcea_p;Octadecenoate (n-C18:1);p;-1;C18H33O2
866;866;hxa_p;Hexanoate (n-C6:0);p;-1;C6H11O2
867;867;octa_p;Octanoate (n-C8:0);p;-1;C8H15O2
868;868;Sfglutth_c;S-Formylglutathione;c;-1;C11H16N3O7S
869;869;hmgth_c;Hydroxymethylglutathione;c;-1;C11H18N3O7S
870;870;fald_e;Formaldehyde;e;0;CH2O
871;871;fald_p;Formaldehyde;p;0;CH2O
872;872;fald_c;Formaldehyde;c;0;CH2O
873;873;fdp_c;D-Fructose 1,6-bisphosphate;c;-4;C6H10O12P2
874;874;fcl__L_c;L-fuculose;c;0;C6H12O5
875;875;fuc__L_c;L-Fucose;c;0;C6H12O5
876;876;fc1p_c;L-Fuculose 1-phosphate;c;-2;C6H11O8P
877;877;2ohph_c;2-Octaprenyl-6-hydroxyphenol;c;0;C46H70O2
878;878;dgtp_c;DGTP C10H12N5O13P3;c;-4;C10H12N5O13P3
879;879;dttp_c;DTTP C10H13N2O14P3;c;-4;C10H13N2O14P3
880;880;his__L_c;L-Histidine;c;0;C6H9N3O2
881;881;ile__L_c;L-Isoleucine;c;0;C6H13NO2
882;882;k_c;Potassium;c;1;K
883;883;kdo2lipid4_e;KDO(2)-lipid IV(A);e;-6;C84H148N2O37P2
884;884;leu__L_c;L-Leucine;c;0;C6H13NO2
885;885;mg2_c;Magnesium;c;2;Mg
886;886;mlthf_c;5,10-Methylenetetrahydrofolate;c;-2;C20H21N7O6
887;887;mn2_c;Manganese;c;2;Mn
888;888;mobd_c;Molybdate;c;-2;MoO4
889;889;murein5px4p_p;Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain);p;-4;C77H117N15O40
890;890;pe161_p;Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1);p;0;C37H70N1O8P1
891;891;phe__L_c;L-Phenylalanine;c;0;C9H11NO2
892;892;pheme_c;Protoheme C34H30FeN4O4;c;-2;C34H30FeN4O4
893;893;sheme_c;Siroheme C42H36FeN4O16;c;-8;C42H36FeN4O16
894;894;so4_c;Sulfate;c;-2;O4S
895;895;thmpp_c;Thiamine diphosphate;c;-2;C12H16N4O7P2S
896;896;thr__L_c;L-Threonine;c;0;C4H9NO3
897;897;trp__L_c;L-Tryptophan;c;0;C11H12N2O2
898;898;tyr__L_c;L-Tyrosine;c;0;C9H11NO3
899;899;udcpdp_c;Undecaprenyl diphosphate;c;-3;C55H89O7P2
900;900;val__L_c;L-Valine;c;0;C5H11NO2
901;901;zn2_c;Zinc;c;2;Zn
902;902;lald__L_c;L-Lactaldehyde;c;0;C3H6O2
903;903;ppp9_c;Protoporphyrin;c;-2;C34H32N4O4
904;904;for_p;Formate;p;-1;CH1O2
905;905;isetac_c;Isethionic acid;c;-1;C2H5O4S
906;906;fru_c;D-Fructose;c;0;C6H12O6
907;907;mso3_c;Methanesulfonate;c;-1;CH3O3S
908;908;glx_c;Glyoxylate;c;-1;C2H1O3
909;909;sulfac_c;Sulfoacetate;c;-2;C2H2O5S
910;910;fe2_p;Fe2+ mitochondria;p;2;Fe
911;911;f6p_p;D-Fructose 6-phosphate;p;-2;C6H11O9P
912;912;f6p_e;D-Fructose 6-phosphate;e;-2;C6H11O9P
913;913;fe2_e;Fe2+ mitochondria;e;2;Fe
914;914;fe3dcit_p;Fe(III)dicitrate;p;-3;C12H10FeO14
915;915;fe3dcit_e;Fe(III)dicitrate;e;-3;C12H10FeO14
916;916;fe3dhbzs_c;Ferric 2,3-dihydroxybenzoylserine;c;2;C10H10NO6Fe
917;917;fe3dhbzs_p;Ferric 2,3-dihydroxybenzoylserine;p;2;C10H10NO6Fe
918;918;fe3dhbzs_e;Ferric 2,3-dihydroxybenzoylserine;e;2;C10H10NO6Fe
919;919;fe3hox_c;Fe(III)hydroxamate;c;0;C9H18O6N3Fe
920;920;fe3hox_un_c;Fe(III)hydoxamate, unloaded;c;-3;C9H18O6N3
921;921;fe3hox_un_p;Fe(III)hydoxamate, unloaded;p;-3;C9H18O6N3
922;922;fe3hox_un_e;Fe(III)hydoxamate, unloaded;e;-3;C9H18O6N3
923;923;feenter_e;Fe-enterobactin;e;3;C30H27FeN3O15
924;924;feenter_p;Fe-enterobactin;p;3;C30H27FeN3O15
925;925;enter_p;Enterochelin;p;0;C30H27N3O15
926;926;feoxam_c;Generic ferrioxamine-Fe-III;c;1;C25H46FeN6O8
927;927;feoxam_un_c;Ferroxamine minus Fe(3);c;-2;C25H46N6O8
928;928;feoxam_un_e;Ferroxamine minus Fe(3);e;-2;C25H46N6O8
929;929;feoxam_un_p;Ferroxamine minus Fe(3);p;-2;C25H46N6O8
930;930;fe3hox_p;Fe(III)hydroxamate;p;0;C9H18O6N3Fe
931;931;fe3hox_e;Fe(III)hydroxamate;e;0;C9H18O6N3Fe
932;932;feoxam_p;Generic ferrioxamine-Fe-III;p;1;C25H46FeN6O8
933;933;feoxam_e;Generic ferrioxamine-Fe-III;e;1;C25H46FeN6O8
934;934;fe3_p;Iron (Fe3+);p;3;Fe
935;935;fecrm_c;Ferrichrome;c;0;C27H42FeN9O12
936;936;fecrm_un_c;Ferrichrome minus Fe(III);c;-3;C27H42N9O12
937;937;fecrm_un_e;Ferrichrome minus Fe(III);e;-3;C27H42N9O12
938;938;fecrm_un_p;Ferrichrome minus Fe(III);p;-3;C27H42N9O12
939;939;suc6p_c;Sucrose 6-phosphate;c;-2;C12H21O14P
940;940;h2_c;Hydrogen;c;0;H2
941;941;fldox_c;Flavodoxin (oxidized) - obsolete;c;0;X
942;942;fldrd_c;Flavodoxin (reduced) - obsolete;c;0;XH2
943;943;fecrm_p;Ferrichrome;p;0;C27H42FeN9O12
944;944;fecrm_e;Ferrichrome;e;0;C27H42FeN9O12
945;945;fmettrna_c;N-Formylmethionyl-tRNA;c;0;C6H9NO2SR
946;946;mettrna_c;L-Methionyl-tRNA (Met);c;1;C5H10NOSR
947;947;for_e;Formate;e;-1;CH1O2
948;948;enter_e;Enterochelin;e;0;C30H27N3O15
949;949;f1p_c;D-Fructose 1-phosphate;c;-2;C6H11O9P
950;950;frulysp_c;Fructoselysine Phosphate;c;-1;C12H24N2O10P
951;951;frulys_c;Fructoselysine;c;1;C12H25N2O7
952;952;psclys_c;Psicoselysine;c;1;C12H25N2O7
953;953;g3pi_e;Sn-Glycero-3-phospho-1-inositol;e;-1;C9H18O11P
954;954;g3pi_p;Sn-Glycero-3-phospho-1-inositol;p;-1;C9H18O11P
955;955;g3ps_c;Glycerophosphoserine;c;-1;C6H13NO8P
956;956;g3ps_p;Glycerophosphoserine;p;-1;C6H13NO8P
957;957;g3ps_e;Glycerophosphoserine;e;-1;C6H13NO8P
958;958;glyc3p_c;Glycerol 3-phosphate;c;-2;C3H7O6P
959;959;frulys_p;Fructoselysine;p;1;C12H25N2O7
960;960;frulys_e;Fructoselysine;e;1;C12H25N2O7
961;961;fruur_c;D-Fructuronate;c;-1;C6H9O7
962;962;fruur_p;D-Fructuronate;p;-1;C6H9O7
963;963;1pyr5c_c;1-Pyrroline-5-carboxylate;c;-1;C5H6NO2
964;964;glu5sa_c;L-Glutamate 5-semialdehyde;c;0;C5H9NO3
965;965;glu5p_c;L-Glutamate 5-phosphate;c;-2;C5H8NO7P
966;966;6pgl_c;6-phospho-D-glucono-1,5-lactone;c;-2;C6H9O9P
967;967;g6p_p;D-Glucose 6-phosphate;p;-2;C6H11O9P
968;968;fruur_e;D-Fructuronate;e;-1;C6H9O7
969;969;fru_p;D-Fructose;p;0;C6H12O6
970;970;fru_e;D-Fructose;e;0;C6H12O6
971;971;fuc__L_e;L-Fucose;e;0;C6H12O5
972;972;fuc__L_p;L-Fucose;p;0;C6H12O5
973;973;mal__L_c;L-Malate;c;-2;C4H4O5
974;974;g6p_e;D-Glucose 6-phosphate;e;-2;C6H11O9P
975;975;gal1p_p;Alpha-D-Galactose 1-phosphate;p;-2;C6H11O9P
976;976;gal_p;D-Galactose;p;0;C6H12O6
977;977;gal1p_e;Alpha-D-Galactose 1-phosphate;e;-2;C6H11O9P
978;978;gal_bD_e;Beta D-Galactose;e;0;C6H12O6
979;979;gal_bD_p;Beta D-Galactose;p;0;C6H12O6
980;980;fum_p;Fumarate;p;-2;C4H2O4
981;981;5dh4dglc_c;5-Dehydro-4-deoxy-D-glucarate;c;-2;C6H6O7
982;982;galct__D_c;D-Galactarate;c;-2;C6H8O8
983;983;galctn__L_c;L-Galactonate;c;-1;C6H11O7
984;984;tagur_c;D-Tagaturonate;c;-1;C6H9O7
985;985;fum_e;Fumarate;e;-2;C4H2O4
986;986;acgam1p_c;N-Acetyl-D-glucosamine 1-phosphate;c;-2;C8H14NO9P
987;987;gam1p_c;D-Glucosamine 1-phosphate;c;-1;C6H13NO8P
988;988;g1p_p;D-Glucose 1-phosphate;p;-2;C6H11O9P
989;989;glc__D_p;D-Glucose;p;0;C6H12O6
990;990;dtdpglu_c;DTDPglucose;c;-2;C16H24N2O16P2
991;991;g1p_c;D-Glucose 1-phosphate;c;-2;C6H11O9P
992;992;galctn__D_c;D-Galactonate;c;-1;C6H11O7
993;993;galctn__L_p;L-Galactonate;p;-1;C6H11O7
994;994;g1p_e;D-Glucose 1-phosphate;e;-2;C6H11O9P
995;995;5aop_c;5-Amino-4-oxopentanoate;c;0;C5H9NO3
996;996;glu1sa_c;L-Glutamate 1-semialdehyde;c;0;C5H9NO3
997;997;glyc2p_p;Glycerol 2-phosphate;p;-2;C3H7O6P
998;998;galctn__L_e;L-Galactonate;e;-1;C6H11O7
999;999;galctn__D_p;D-Galactonate;p;-1;C6H11O7
1000;1000;galctn__D_e;D-Galactonate;e;-1;C6H11O7
1001;1001;galct__D_p;D-Galactarate;p;-2;C6H8O8
1002;1002;galct__D_e;D-Galactarate;e;-2;C6H8O8
1003;1003;gal1p_c;Alpha-D-Galactose 1-phosphate;c;-2;C6H11O9P
1004;1004;gal_c;D-Galactose;c;0;C6H12O6
1005;1005;melib_c;Melibiose C12H22O11;c;0;C12H22O11
1006;1006;gagicolipa_c;Galactosyl-glucosyl-inner core oligosaccharide lipid A;c;-11;C157H271N2O84P4
1007;1007;gicolipa_c;Glucosyl-inner core oligosaccharide lipid A;c;-11;C151H261N2O79P4
1008;1008;udpg_c;UDPglucose;c;-2;C15H22N2O17P2
1009;1009;galt1p_c;Galactitol 1-phosphate;c;-2;C6H13O9P
1010;1010;galt_p;Galactitol;p;0;C6H14O6
1011;1011;galt_e;Galactitol;e;0;C6H14O6
1012;1012;g3pc_c;Sn-Glycero-3-phosphocholine;c;0;C8H20NO6P
1013;1013;g3pc_p;Sn-Glycero-3-phosphocholine;p;0;C8H20NO6P
1014;1014;galur_c;D-Galacturonate;c;-1;C6H9O7
1015;1015;galur_p;D-Galacturonate;p;-1;C6H9O7
1016;1016;galur_e;D-Galacturonate;e;-1;C6H9O7
1017;1017;g3pc_e;Sn-Glycero-3-phosphocholine;e;0;C8H20NO6P
1018;1018;gal_e;D-Galactose;e;0;C6H12O6
1019;1019;gam6p_p;D-Glucosamine 6-phosphate;p;-1;C6H13NO8P
1020;1020;gam6p_e;D-Glucosamine 6-phosphate;e;-1;C6H13NO8P
1021;1021;g3pe_c;Sn-Glycero-3-phosphoethanolamine;c;0;C5H14NO6P
1022;1022;g3pe_p;Sn-Glycero-3-phosphoethanolamine;p;0;C5H14NO6P
1023;1023;gam_p;D-Glucosamine;p;1;C6H14NO5
1024;1024;gam_e;D-Glucosamine;e;1;C6H14NO5
1025;1025;g3pe_e;Sn-Glycero-3-phosphoethanolamine;e;0;C5H14NO6P
1026;1026;g3pg_c;Glycerophosphoglycerol;c;-1;C6H14O8P
1027;1027;g3pg_p;Glycerophosphoglycerol;p;-1;C6H14O8P
1028;1028;g3pg_e;Glycerophosphoglycerol;e;-1;C6H14O8P
1029;1029;g3pi_c;Sn-Glycero-3-phospho-1-inositol;c;-1;C9H18O11P
